Anno	Mes	NombreMes	NombreMateria	NombreCircuito	NombreDespacho	NombreTipoDespacho	CirculanteInicial	CirculanteInicialLeg	Entrados	TestimoniosPiezas	Legajos	Reentrados	TerminadosXImcompetencia	AbandonadosOInactivos	Terminasdos	CirculanteFinal	CirculanteFinalLegajos
2015	1	Enero	VIOLENCIA DOMÉSTICA	CIRCUITO JUDICIAL DE GOLFITO	JUZGADO DE FAMILIA, PENAL JUVENIL Y VIOLENCIA DOMÉSTICA DE GOLFITO (Materia Violencia Doméstica)	JUZGADO DE VIOLENCIA DOMESTICA	526	0	99	0	0	0	0	0	82	543	0
2015	1	Enero	VIOLENCIA DOMÉSTICA	CIRCUITO JUDICIAL DE ATENAS	JUZGADO CONTRAVENCIONAL Y DE MENOR CUANTÍA DE ATENAS (Materia Violencia Doméstica)	JUZGADO DE VIOLENCIA DOMESTICA	209	0	27	0	0	0	0	0	12	224	0
2015	1	Enero	VIOLENCIA DOMÉSTICA	II CIRCUITO JUDICIAL DE GUANACASTE (NICOYA)	JUZGADO DE FAMILIA Y VIOLENCIA DOMÉSTICA DEL II CIRCUITO JUDICIAL DE GUANACASTE (NICOYA) (Materia Vi	JUZGADO DE VIOLENCIA DOMESTICA	802	0	90	15	0	0	0	0	76	831	0
2015	1	Enero	VIOLENCIA DOMÉSTICA	I CIRCUITO JUDICIAL DE LA ZONA SUR (PEREZ ZELEDON)	JUZGADO DE VIOLENCIA DOMÉSTICA DEL I CIRCUITO JUDICIAL DE LA ZONA SUR (PÉREZ ZELEDÓN)	JUZGADO DE VIOLENCIA DOMESTICA	979	0	123	25	0	0	0	0	99	1028	0
2015	1	Enero	VIOLENCIA DOMÉSTICA	II CIRCUITO JUDICIAL DE ALAJUELA (SAN CARLOS)	JUZGADO DE VIOLENCIA DOMÉSTICA DEL II CIRCUITO JUDICIAL DE ALAJUELA	JUZGADO DE VIOLENCIA DOMESTICA	990	0	92	74	0	1	0	0	185	972	0
2015	1	Enero	VIOLENCIA DOMÉSTICA	II CIRCUITO DE LA ZONA ATLÁNTICA (POCOCÍ-SIQUIRRES)	JUZGADO DE VIOLENCIA DOMÉSTICA DEL II CIRCUITO JUDICIAL DE LA ZONA ATLÁNTICA	JUZGADO DE VIOLENCIA DOMESTICA	1354	0	126	49	0	0	0	0	146	1383	0
2015	1	Enero	VIOLENCIA DOMÉSTICA	I CIRCUITO JUDICIAL DE GUANACASTE (LIBERIA)	JUZGADO DE FAMILIA Y VIOLENCIA DOMÉSTICA DEL I CIRCUITO JUDICIAL DE GUANACASTE (LIBERIA) (Materia Vi	JUZGADO DE VIOLENCIA DOMESTICA	980	0	88	8	0	0	0	0	84	992	0
2015	1	Enero	VIOLENCIA DOMÉSTICA	CIRCUITO JUDICIAL DE TURRIALBA	JUZGADO DE FAMILIA, PENAL JUVENIL Y VIOLENCIA DOMÉSTICA DE TURRIALBA (Materia Violencia Doméstica)	JUZGADO DE VIOLENCIA DOMESTICA	650	0	69	95	0	5	0	0	160	656	0
2015	1	Enero	VIOLENCIA DOMÉSTICA	CIRCUITO JUDICIAL DE GOLFITO (PUERTO JIMENEZ)	JUZGADO DE COBRO, MENOR CUANTÍA Y CONTRAVENCIONAL DE GOLFITO, SEDE PUERTO JIMÉNEZ (Materia Violencia	JUZGADO DE VIOLENCIA DOMESTICA	123	0	28	0	0	0	0	0	29	122	0
2015	1	Enero	VIOLENCIA DOMÉSTICA	CIRCUITO JUDICIAL DE HEREDIA (SARAPIQUÍ)	JUZGADO CIVIL, TRABAJO, FAMILIA, PENAL JUVENIL Y VIOLENCIA DOMÉSTICA DE SARAPIQUÍ (Materia Violencia	JUZGADO DE VIOLENCIA DOMESTICA	575	0	50	0	0	0	0	0	111	514	0
2015	1	Enero	VIOLENCIA DOMÉSTICA	CIRCUITO JUDICIAL DE CARTAGO (TRES RÍOS)	JUZGADO DE PENSIONES Y VIOLENCIA DOMÉSTICA DE LA LA UNIÓN (PISAV Violencia Doméstica)	JUZGADO DE VIOLENCIA DOMESTICA	630	0	56	0	0	0	0	0	69	617	0
2015	1	Enero	VIOLENCIA DOMÉSTICA	II CIRCUITO JUDICIAL DE SAN JOSE (GOICOECHEA)	JUZGADO DE VIOLENCIA DOMÉSTICA DEL II CIRCUITO JUDICIAL DE SAN JOSÉ	JUZGADO DE VIOLENCIA DOMESTICA	5580	0	450	105	0	0	0	0	129	6006	0
2015	1	Enero	VIOLENCIA DOMÉSTICA	III CIRCUITO JUDICIAL DE ALAJUELA (GRECIA)	JUZGADO DE FAMILIA, PENAL JUVENIL Y VIOLENCIA DOMÉSTICA DE GRECIA (Materia Violencia Doméstica)	JUZGADO DE VIOLENCIA DOMESTICA	492	0	55	13	0	0	0	0	65	495	0
2015	1	Enero	VIOLENCIA DOMÉSTICA	III CIRCUITO JUDICIAL DE ALAJUELA (SAN RAMON)	JUZGADO DE FAMILIA Y VIOLENNCIA DOMÉSTICA DEL III CIRCUITO JUDICIAL DE ALAJUELA (SAN RAMÓN) (Materia	JUZGADO DE VIOLENCIA DOMESTICA	776	0	88	0	0	0	0	0	76	788	0
2015	1	Enero	VIOLENCIA DOMÉSTICA	I CIRCUITO JUDICIAL DE ALAJUELA	JUZGADO DE VIOLENCIA DOMÉSTICA DEL I CIRCUITO JUDICIAL DE ALAJUELA	JUZGADO DE VIOLENCIA DOMESTICA	3040	0	289	57	0	0	0	0	439	2947	0
2015	1	Enero	VIOLENCIA DOMÉSTICA	CIRCUITO JUDICIAL DE CARTAGO	JUZGADO DE VIOLENCIA DOMÉSTICA DE CARTAGO	JUZGADO DE VIOLENCIA DOMESTICA	2418	0	159	39	0	0	0	0	146	2470	0
2015	1	Enero	VIOLENCIA DOMÉSTICA	I CIRCUITO JUDICIAL DE SAN JOSE	TRIBUNAL DE FAMILIA (Materia Violencia Doméstica)	TRIBUNAL DE FAMILIA (Violencia Doméstica)	59	0	56	0	0	1	0	0	86	29	0
2015	1	Enero	VIOLENCIA DOMÉSTICA	CIRCUITO JUDICIAL DE HEREDIA	JUZGADO DE VIOLENCIA DOMÉSTICA DE HEREDIA	JUZGADO DE VIOLENCIA DOMESTICA	1529	0	192	33	0	0	0	0	258	1496	0
2015	1	Enero	VIOLENCIA DOMÉSTICA	I CIRCUITO JUDICIAL DE SAN JOSE	JUZGADO DE VIOLENCIA DOMÉSTICA DEL I CIRCUITO JUDICIAL DE SAN JOSÉ	JUZGADO DE VIOLENCIA DOMESTICA	1157	0	118	56	0	2	0	0	150	1183	0
2015	1	Enero	VIOLENCIA DOMÉSTICA	II CIRCUITO JUDICIAL DE SAN JOSE (GOICOECHEA)	JUZGADO DE VIOLENCIA DOMÉSTICA DE TURNO EXTRAORDINARIO DE SAN JOSÉ	JUZGADO DE VIOLENCIA DOMESTICA TURNO	2383	0	331	64	0	0	0	0	379	2399	0
2015	1	Enero	VIOLENCIA DOMÉSTICA	I CIRCUITO DE LA ZONA ATLÁNTICA (LIMÓN)	JUZGADO DE VIOLENCIA DOMÉSTICA DEL I CIRCUITO JUDICIAL DE LA ZONA ATLÁNTICA	JUZGADO DE VIOLENCIA DOMESTICA	779	0	52	4	0	0	0	0	113	722	0
2015	1	Enero	VIOLENCIA DOMÉSTICA	II CIRCUITO JUDICIAL DE GUANACASTE (SANTA CRUZ)	JUZGADO DE FAMILIA, PENAL JUVENIL Y VIOLENCIA DOMÉSTICA DE SANTA CRUZ (Materia Violencia Doméstica)	JUZGADO DE VIOLENCIA DOMESTICA	1036	0	74	56	0	2	0	0	105	1062	0
2015	1	Enero	VIOLENCIA DOMÉSTICA	I CIRCUITO JUDICIAL DE SAN JOSE	JUZGADO DE PENSIONES Y VIOLENCIA DOMÉSTICA DE PAVAS (PISAV Violencia Doméstica)	JUZGADO DE VIOLENCIA DOMESTICA	900	0	95	6	0	0	0	0	49	952	0
2015	2	Febreo	VIOLENCIA DOMÉSTICA	I CIRCUITO JUDICIAL DE SAN JOSE	JUZGADO DE PENSIONES Y VIOLENCIA DOMÉSTICA DE PAVAS (PISAV Violencia Doméstica)	JUZGADO DE VIOLENCIA DOMESTICA	952	0	74	3	0	0	0	0	54	975	0
2015	2	Febreo	VIOLENCIA DOMÉSTICA	II CIRCUITO JUDICIAL DE GUANACASTE (SANTA CRUZ)	JUZGADO DE FAMILIA, PENAL JUVENIL Y VIOLENCIA DOMÉSTICA DE SANTA CRUZ (Materia Violencia Doméstica)	JUZGADO DE VIOLENCIA DOMESTICA	1062	0	61	49	0	1	0	0	182	991	0
2015	2	Febreo	VIOLENCIA DOMÉSTICA	I CIRCUITO DE LA ZONA ATLÁNTICA (LIMÓN)	JUZGADO DE VIOLENCIA DOMÉSTICA DEL I CIRCUITO JUDICIAL DE LA ZONA ATLÁNTICA	JUZGADO DE VIOLENCIA DOMESTICA	722	0	62	12	0	0	0	0	81	715	0
2015	2	Febreo	VIOLENCIA DOMÉSTICA	II CIRCUITO JUDICIAL DE SAN JOSE (GOICOECHEA)	JUZGADO DE VIOLENCIA DOMÉSTICA DE TURNO EXTRAORDINARIO DE SAN JOSÉ	JUZGADO DE VIOLENCIA DOMESTICA TURNO	2399	0	293	54	0	0	0	0	340	2406	0
2015	2	Febreo	VIOLENCIA DOMÉSTICA	I CIRCUITO JUDICIAL DE SAN JOSE	JUZGADO DE VIOLENCIA DOMÉSTICA DEL I CIRCUITO JUDICIAL DE SAN JOSÉ	JUZGADO DE VIOLENCIA DOMESTICA	1183	0	97	83	0	0	0	0	197	1166	0
2015	2	Febreo	VIOLENCIA DOMÉSTICA	CIRCUITO JUDICIAL DE HEREDIA	JUZGADO DE VIOLENCIA DOMÉSTICA DE HEREDIA	JUZGADO DE VIOLENCIA DOMESTICA	1496	0	147	24	0	0	0	0	187	1480	0
2015	2	Febreo	VIOLENCIA DOMÉSTICA	I CIRCUITO JUDICIAL DE SAN JOSE	TRIBUNAL DE FAMILIA (Materia Violencia Doméstica)	TRIBUNAL DE FAMILIA (Violencia Doméstica)	29	0	56	0	0	0	0	0	54	31	0
2015	2	Febreo	VIOLENCIA DOMÉSTICA	CIRCUITO JUDICIAL DE CARTAGO	JUZGADO DE VIOLENCIA DOMÉSTICA DE CARTAGO	JUZGADO DE VIOLENCIA DOMESTICA	2470	0	119	9	0	1	0	0	936	1663	0
2015	2	Febreo	VIOLENCIA DOMÉSTICA	I CIRCUITO JUDICIAL DE ALAJUELA	JUZGADO DE VIOLENCIA DOMÉSTICA DEL I CIRCUITO JUDICIAL DE ALAJUELA	JUZGADO DE VIOLENCIA DOMESTICA	2947	0	260	41	0	0	0	0	311	2937	0
2015	2	Febreo	VIOLENCIA DOMÉSTICA	III CIRCUITO JUDICIAL DE ALAJUELA (SAN RAMON)	JUZGADO DE FAMILIA Y VIOLENNCIA DOMÉSTICA DEL III CIRCUITO JUDICIAL DE ALAJUELA (SAN RAMÓN) (Materia	JUZGADO DE VIOLENCIA DOMESTICA	788	0	67	0	0	1	0	0	103	753	0
2015	2	Febreo	VIOLENCIA DOMÉSTICA	III CIRCUITO JUDICIAL DE ALAJUELA (GRECIA)	JUZGADO DE FAMILIA, PENAL JUVENIL Y VIOLENCIA DOMÉSTICA DE GRECIA (Materia Violencia Doméstica)	JUZGADO DE VIOLENCIA DOMESTICA	495	0	56	9	0	0	0	0	55	505	0
2015	2	Febreo	VIOLENCIA DOMÉSTICA	II CIRCUITO JUDICIAL DE SAN JOSE (GOICOECHEA)	JUZGADO DE VIOLENCIA DOMÉSTICA DEL II CIRCUITO JUDICIAL DE SAN JOSÉ	JUZGADO DE VIOLENCIA DOMESTICA	6006	0	282	153	0	1	0	0	1588	4854	0
2015	2	Febreo	VIOLENCIA DOMÉSTICA	CIRCUITO JUDICIAL DE CARTAGO (TRES RÍOS)	JUZGADO DE PENSIONES Y VIOLENCIA DOMÉSTICA DE LA LA UNIÓN (PISAV Violencia Doméstica)	JUZGADO DE VIOLENCIA DOMESTICA	617	0	77	0	0	5	0	0	161	540	0
2015	2	Febreo	VIOLENCIA DOMÉSTICA	CIRCUITO JUDICIAL DE HEREDIA (SARAPIQUÍ)	JUZGADO CIVIL, TRABAJO, FAMILIA, PENAL JUVENIL Y VIOLENCIA DOMÉSTICA DE SARAPIQUÍ (Materia Violencia	JUZGADO DE VIOLENCIA DOMESTICA	514	0	50	4	0	2	0	0	58	512	0
2015	2	Febreo	VIOLENCIA DOMÉSTICA	CIRCUITO JUDICIAL DE GOLFITO (PUERTO JIMENEZ)	JUZGADO DE COBRO, MENOR CUANTÍA Y CONTRAVENCIONAL DE GOLFITO, SEDE PUERTO JIMÉNEZ (Materia Violencia	JUZGADO DE VIOLENCIA DOMESTICA	122	0	10	0	0	0	0	0	9	123	0
2015	2	Febreo	VIOLENCIA DOMÉSTICA	CIRCUITO JUDICIAL DE TURRIALBA	JUZGADO DE FAMILIA, PENAL JUVENIL Y VIOLENCIA DOMÉSTICA DE TURRIALBA (Materia Violencia Doméstica)	JUZGADO DE VIOLENCIA DOMESTICA	656	0	50	48	0	0	0	0	63	691	0
2015	2	Febreo	VIOLENCIA DOMÉSTICA	I CIRCUITO JUDICIAL DE GUANACASTE (LIBERIA)	JUZGADO DE FAMILIA Y VIOLENCIA DOMÉSTICA DEL I CIRCUITO JUDICIAL DE GUANACASTE (LIBERIA) (Materia Vi	JUZGADO DE VIOLENCIA DOMESTICA	992	0	84	4	0	0	0	0	95	985	0
2015	2	Febreo	VIOLENCIA DOMÉSTICA	II CIRCUITO DE LA ZONA ATLÁNTICA (POCOCÍ-SIQUIRRES)	JUZGADO DE VIOLENCIA DOMÉSTICA DEL II CIRCUITO JUDICIAL DE LA ZONA ATLÁNTICA	JUZGADO DE VIOLENCIA DOMESTICA	1383	0	97	62	0	1	0	0	128	1415	0
2015	2	Febreo	VIOLENCIA DOMÉSTICA	II CIRCUITO JUDICIAL DE ALAJUELA (SAN CARLOS)	JUZGADO DE VIOLENCIA DOMÉSTICA DEL II CIRCUITO JUDICIAL DE ALAJUELA	JUZGADO DE VIOLENCIA DOMESTICA	972	0	73	79	0	0	0	0	162	962	0
2015	2	Febreo	VIOLENCIA DOMÉSTICA	I CIRCUITO JUDICIAL DE LA ZONA SUR (PEREZ ZELEDON)	JUZGADO DE VIOLENCIA DOMÉSTICA DEL I CIRCUITO JUDICIAL DE LA ZONA SUR (PÉREZ ZELEDÓN)	JUZGADO DE VIOLENCIA DOMESTICA	1028	0	103	58	0	0	0	0	160	1029	0
2015	2	Febreo	VIOLENCIA DOMÉSTICA	II CIRCUITO JUDICIAL DE GUANACASTE (NICOYA)	JUZGADO DE FAMILIA Y VIOLENCIA DOMÉSTICA DEL II CIRCUITO JUDICIAL DE GUANACASTE (NICOYA) (Materia Vi	JUZGADO DE VIOLENCIA DOMESTICA	831	0	91	23	0	1	0	0	81	865	0
2015	2	Febreo	VIOLENCIA DOMÉSTICA	CIRCUITO JUDICIAL DE ATENAS	JUZGADO CONTRAVENCIONAL Y DE MENOR CUANTÍA DE ATENAS (Materia Violencia Doméstica)	JUZGADO DE VIOLENCIA DOMESTICA	224	0	15	0	0	0	0	0	5	234	0
2015	2	Febreo	VIOLENCIA DOMÉSTICA	CIRCUITO JUDICIAL DE GOLFITO	JUZGADO DE FAMILIA, PENAL JUVENIL Y VIOLENCIA DOMÉSTICA DE GOLFITO (Materia Violencia Doméstica)	JUZGADO DE VIOLENCIA DOMESTICA	543	0	59	0	0	1	0	0	111	492	0
2015	3	Marzo	VIOLENCIA DOMÉSTICA	CIRCUITO JUDICIAL DE GOLFITO	JUZGADO DE FAMILIA, PENAL JUVENIL Y VIOLENCIA DOMÉSTICA DE GOLFITO (Materia Violencia Doméstica)	JUZGADO DE VIOLENCIA DOMESTICA	492	0	85	0	0	0	0	0	119	458	0
2015	3	Marzo	VIOLENCIA DOMÉSTICA	CIRCUITO JUDICIAL DE ATENAS	JUZGADO CONTRAVENCIONAL Y DE MENOR CUANTÍA DE ATENAS (Materia Violencia Doméstica)	JUZGADO DE VIOLENCIA DOMESTICA	234	0	23	0	0	0	0	0	6	251	0
2015	3	Marzo	VIOLENCIA DOMÉSTICA	II CIRCUITO JUDICIAL DE GUANACASTE (NICOYA)	JUZGADO DE FAMILIA Y VIOLENCIA DOMÉSTICA DEL II CIRCUITO JUDICIAL DE GUANACASTE (NICOYA) (Materia Vi	JUZGADO DE VIOLENCIA DOMESTICA	865	0	95	19	0	0	0	0	124	855	0
2015	3	Marzo	VIOLENCIA DOMÉSTICA	I CIRCUITO JUDICIAL DE LA ZONA SUR (PEREZ ZELEDON)	JUZGADO DE VIOLENCIA DOMÉSTICA DEL I CIRCUITO JUDICIAL DE LA ZONA SUR (PÉREZ ZELEDÓN)	JUZGADO DE VIOLENCIA DOMESTICA	1029	0	104	87	0	0	0	0	163	1057	0
2015	3	Marzo	VIOLENCIA DOMÉSTICA	II CIRCUITO JUDICIAL DE ALAJUELA (SAN CARLOS)	JUZGADO DE VIOLENCIA DOMÉSTICA DEL II CIRCUITO JUDICIAL DE ALAJUELA	JUZGADO DE VIOLENCIA DOMESTICA	962	0	80	90	0	0	0	0	170	962	0
2015	3	Marzo	VIOLENCIA DOMÉSTICA	II CIRCUITO DE LA ZONA ATLÁNTICA (POCOCÍ-SIQUIRRES)	JUZGADO DE VIOLENCIA DOMÉSTICA DEL II CIRCUITO JUDICIAL DE LA ZONA ATLÁNTICA	JUZGADO DE VIOLENCIA DOMESTICA	1415	0	124	35	0	1	0	0	241	1334	0
2015	3	Marzo	VIOLENCIA DOMÉSTICA	I CIRCUITO JUDICIAL DE GUANACASTE (LIBERIA)	JUZGADO DE FAMILIA Y VIOLENCIA DOMÉSTICA DEL I CIRCUITO JUDICIAL DE GUANACASTE (LIBERIA) (Materia Vi	JUZGADO DE VIOLENCIA DOMESTICA	985	0	89	7	0	0	0	0	144	937	0
2015	3	Marzo	VIOLENCIA DOMÉSTICA	CIRCUITO JUDICIAL DE TURRIALBA	JUZGADO DE FAMILIA, PENAL JUVENIL Y VIOLENCIA DOMÉSTICA DE TURRIALBA (Materia Violencia Doméstica)	JUZGADO DE VIOLENCIA DOMESTICA	691	0	44	40	0	0	0	0	124	651	0
2015	3	Marzo	VIOLENCIA DOMÉSTICA	CIRCUITO JUDICIAL DE GOLFITO (PUERTO JIMENEZ)	JUZGADO DE COBRO, MENOR CUANTÍA Y CONTRAVENCIONAL DE GOLFITO, SEDE PUERTO JIMÉNEZ (Materia Violencia	JUZGADO DE VIOLENCIA DOMESTICA	123	0	8	0	0	0	0	0	17	114	0
2015	3	Marzo	VIOLENCIA DOMÉSTICA	CIRCUITO JUDICIAL DE HEREDIA (SARAPIQUÍ)	JUZGADO CIVIL, TRABAJO, FAMILIA, PENAL JUVENIL Y VIOLENCIA DOMÉSTICA DE SARAPIQUÍ (Materia Violencia	JUZGADO DE VIOLENCIA DOMESTICA	512	0	56	5	0	0	0	0	39	534	0
2015	3	Marzo	VIOLENCIA DOMÉSTICA	CIRCUITO JUDICIAL DE CARTAGO (TRES RÍOS)	JUZGADO DE PENSIONES Y VIOLENCIA DOMÉSTICA DE LA LA UNIÓN (PISAV Violencia Doméstica)	JUZGADO DE VIOLENCIA DOMESTICA	540	0	95	2	0	3	0	0	4	635	0
2015	3	Marzo	VIOLENCIA DOMÉSTICA	II CIRCUITO JUDICIAL DE SAN JOSE (GOICOECHEA)	JUZGADO DE VIOLENCIA DOMÉSTICA DEL II CIRCUITO JUDICIAL DE SAN JOSÉ	JUZGADO DE VIOLENCIA DOMESTICA	4854	0	356	83	0	0	0	0	507	4786	0
2015	3	Marzo	VIOLENCIA DOMÉSTICA	III CIRCUITO JUDICIAL DE ALAJUELA (GRECIA)	JUZGADO DE FAMILIA, PENAL JUVENIL Y VIOLENCIA DOMÉSTICA DE GRECIA (Materia Violencia Doméstica)	JUZGADO DE VIOLENCIA DOMESTICA	505	0	55	17	0	0	0	0	73	504	0
2015	3	Marzo	VIOLENCIA DOMÉSTICA	III CIRCUITO JUDICIAL DE ALAJUELA (SAN RAMON)	JUZGADO DE FAMILIA Y VIOLENNCIA DOMÉSTICA DEL III CIRCUITO JUDICIAL DE ALAJUELA (SAN RAMÓN) (Materia	JUZGADO DE VIOLENCIA DOMESTICA	753	0	84	0	0	2	0	0	97	741	0
2015	3	Marzo	VIOLENCIA DOMÉSTICA	I CIRCUITO JUDICIAL DE ALAJUELA	JUZGADO DE VIOLENCIA DOMÉSTICA DEL I CIRCUITO JUDICIAL DE ALAJUELA	JUZGADO DE VIOLENCIA DOMESTICA	2937	0	309	57	0	0	0	0	306	2997	0
2015	3	Marzo	VIOLENCIA DOMÉSTICA	CIRCUITO JUDICIAL DE CARTAGO	JUZGADO DE VIOLENCIA DOMÉSTICA DE CARTAGO	JUZGADO DE VIOLENCIA DOMESTICA	1663	0	153	28	0	0	0	0	107	1737	0
2015	3	Marzo	VIOLENCIA DOMÉSTICA	I CIRCUITO JUDICIAL DE SAN JOSE	TRIBUNAL DE FAMILIA (Materia Violencia Doméstica)	TRIBUNAL DE FAMILIA (Violencia Doméstica)	31	0	64	0	0	0	0	0	48	47	0
2015	3	Marzo	VIOLENCIA DOMÉSTICA	CIRCUITO JUDICIAL DE HEREDIA	JUZGADO DE VIOLENCIA DOMÉSTICA DE HEREDIA	JUZGADO DE VIOLENCIA DOMESTICA	1480	0	187	30	0	0	0	0	294	1403	0
2015	3	Marzo	VIOLENCIA DOMÉSTICA	I CIRCUITO JUDICIAL DE SAN JOSE	JUZGADO DE VIOLENCIA DOMÉSTICA DEL I CIRCUITO JUDICIAL DE SAN JOSÉ	JUZGADO DE VIOLENCIA DOMESTICA	1166	0	99	75	0	1	0	0	164	1177	0
2015	3	Marzo	VIOLENCIA DOMÉSTICA	II CIRCUITO JUDICIAL DE SAN JOSE (GOICOECHEA)	JUZGADO DE VIOLENCIA DOMÉSTICA DE TURNO EXTRAORDINARIO DE SAN JOSÉ	JUZGADO DE VIOLENCIA DOMESTICA TURNO	2406	0	322	50	0	0	0	0	2745	70	0
2015	3	Marzo	VIOLENCIA DOMÉSTICA	I CIRCUITO DE LA ZONA ATLÁNTICA (LIMÓN)	JUZGADO DE VIOLENCIA DOMÉSTICA DEL I CIRCUITO JUDICIAL DE LA ZONA ATLÁNTICA	JUZGADO DE VIOLENCIA DOMESTICA	715	0	73	10	0	1	0	0	63	736	0
2015	3	Marzo	VIOLENCIA DOMÉSTICA	II CIRCUITO JUDICIAL DE GUANACASTE (SANTA CRUZ)	JUZGADO DE FAMILIA, PENAL JUVENIL Y VIOLENCIA DOMÉSTICA DE SANTA CRUZ (Materia Violencia Doméstica)	JUZGADO DE VIOLENCIA DOMESTICA	991	0	72	51	0	0	0	0	57	1057	0
2015	3	Marzo	VIOLENCIA DOMÉSTICA	I CIRCUITO JUDICIAL DE SAN JOSE	JUZGADO DE PENSIONES Y VIOLENCIA DOMÉSTICA DE PAVAS (PISAV Violencia Doméstica)	JUZGADO DE VIOLENCIA DOMESTICA	975	0	74	8	0	0	0	0	47	1010	0
2015	4	Abril	VIOLENCIA DOMÉSTICA	I CIRCUITO JUDICIAL DE SAN JOSE	JUZGADO DE PENSIONES Y VIOLENCIA DOMÉSTICA DE PAVAS (PISAV Violencia Doméstica)	JUZGADO DE VIOLENCIA DOMESTICA	1010	0	68	1	0	1	0	0	138	942	0
2015	4	Abril	VIOLENCIA DOMÉSTICA	II CIRCUITO JUDICIAL DE GUANACASTE (SANTA CRUZ)	JUZGADO DE FAMILIA, PENAL JUVENIL Y VIOLENCIA DOMÉSTICA DE SANTA CRUZ (Materia Violencia Doméstica)	JUZGADO DE VIOLENCIA DOMESTICA	1057	0	74	18	0	0	0	0	131	1018	0
2015	4	Abril	VIOLENCIA DOMÉSTICA	I CIRCUITO DE LA ZONA ATLÁNTICA (LIMÓN)	JUZGADO DE VIOLENCIA DOMÉSTICA DEL I CIRCUITO JUDICIAL DE LA ZONA ATLÁNTICA	JUZGADO DE VIOLENCIA DOMESTICA	736	0	76	14	0	0	0	0	71	755	0
2015	4	Abril	VIOLENCIA DOMÉSTICA	II CIRCUITO JUDICIAL DE SAN JOSE (GOICOECHEA)	JUZGADO DE VIOLENCIA DOMÉSTICA DE TURNO EXTRAORDINARIO DE SAN JOSÉ	JUZGADO DE VIOLENCIA DOMESTICA TURNO	70	0	328	75	0	1	0	0	398	75	0
2015	4	Abril	VIOLENCIA DOMÉSTICA	I CIRCUITO JUDICIAL DE SAN JOSE	JUZGADO DE VIOLENCIA DOMÉSTICA DEL I CIRCUITO JUDICIAL DE SAN JOSÉ	JUZGADO DE VIOLENCIA DOMESTICA	1177	0	101	84	0	0	0	0	207	1155	0
2015	4	Abril	VIOLENCIA DOMÉSTICA	CIRCUITO JUDICIAL DE HEREDIA	JUZGADO DE VIOLENCIA DOMÉSTICA DE HEREDIA	JUZGADO DE VIOLENCIA DOMESTICA	1403	0	177	40	0	0	0	0	213	1407	0
2015	4	Abril	VIOLENCIA DOMÉSTICA	I CIRCUITO JUDICIAL DE SAN JOSE	TRIBUNAL DE FAMILIA (Materia Violencia Doméstica)	TRIBUNAL DE FAMILIA (Violencia Doméstica)	47	0	62	0	0	0	0	0	70	39	0
2015	4	Abril	VIOLENCIA DOMÉSTICA	CIRCUITO JUDICIAL DE CARTAGO	JUZGADO DE VIOLENCIA DOMÉSTICA DE CARTAGO	JUZGADO DE VIOLENCIA DOMESTICA	1737	0	146	37	0	2	0	0	173	1748	0
2015	4	Abril	VIOLENCIA DOMÉSTICA	I CIRCUITO JUDICIAL DE ALAJUELA	JUZGADO DE VIOLENCIA DOMÉSTICA DEL I CIRCUITO JUDICIAL DE ALAJUELA	JUZGADO DE VIOLENCIA DOMESTICA	2997	0	291	54	0	0	0	0	370	2972	0
2015	4	Abril	VIOLENCIA DOMÉSTICA	III CIRCUITO JUDICIAL DE ALAJUELA (SAN RAMON)	JUZGADO DE FAMILIA Y VIOLENNCIA DOMÉSTICA DEL III CIRCUITO JUDICIAL DE ALAJUELA (SAN RAMÓN) (Materia	JUZGADO DE VIOLENCIA DOMESTICA	741	0	91	0	0	1	0	0	86	747	0
2015	4	Abril	VIOLENCIA DOMÉSTICA	III CIRCUITO JUDICIAL DE ALAJUELA (GRECIA)	JUZGADO DE FAMILIA, PENAL JUVENIL Y VIOLENCIA DOMÉSTICA DE GRECIA (Materia Violencia Doméstica)	JUZGADO DE VIOLENCIA DOMESTICA	504	0	66	17	0	0	0	0	40	547	0
2015	4	Abril	VIOLENCIA DOMÉSTICA	II CIRCUITO JUDICIAL DE SAN JOSE (GOICOECHEA)	JUZGADO DE VIOLENCIA DOMÉSTICA DEL II CIRCUITO JUDICIAL DE SAN JOSÉ	JUZGADO DE VIOLENCIA DOMESTICA	4786	0	415	208	0	0	0	0	392	5017	0
2015	4	Abril	VIOLENCIA DOMÉSTICA	CIRCUITO JUDICIAL DE CARTAGO (TRES RÍOS)	JUZGADO DE PENSIONES Y VIOLENCIA DOMÉSTICA DE LA LA UNIÓN (PISAV Violencia Doméstica)	JUZGADO DE VIOLENCIA DOMESTICA	635	0	73	8	0	1	0	0	18	700	0
2015	4	Abril	VIOLENCIA DOMÉSTICA	CIRCUITO JUDICIAL DE HEREDIA (SARAPIQUÍ)	JUZGADO CIVIL, TRABAJO, FAMILIA, PENAL JUVENIL Y VIOLENCIA DOMÉSTICA DE SARAPIQUÍ (Materia Violencia	JUZGADO DE VIOLENCIA DOMESTICA	534	0	51	0	0	1	0	0	2	583	0
